pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z
0.5,0.5,0.5,0.015303,0.261863,0.052799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.011035,0.260514,0.05223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.005217,0.259002,0.052109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.002756,0.246098,0.051968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.005093,0.263674,0.051435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.0077,0.248084,0.051404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.016196,0.26815,0.050864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.018551,0.252126,0.050095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.02102,0.235319,0.049407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.02556,0.233022,0.049372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.031336,0.239576,0.04934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.036165,0.238122,0.049164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.04055,0.236111,0.049018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.044662,0.232525,0.048045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.049708,0.234871,0.047848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.056029,0.244281,0.048206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.061558,0.255145,0.048491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.067543,0.261376,0.047429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.073206,0.257586,0.046549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.07967,0.27052,0.045967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.084573,0.261818,0.045098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.088124,0.260619,0.045765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.093592,0.261373,0.045424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.098998,0.258166,0.044874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.10308,0.251295,0.04484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.10817,0.256476,0.044493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.113681,0.257467,0.044718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.118538,0.261461,0.044906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.124364,0.266477,0.044864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.12878,0.263897,0.04503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.133501,0.270759,0.045481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.13864,0.271891,0.044375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.144543,0.259632,0.043506,NaN,NaN,NaN,NaN,NaN,NaN,-0.006169,0.310279,0.042786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.149678,0.261769,0.043753,NaN,NaN,NaN,0.000414,0.306829,0.077238,-0.014819,0.317704,0.045959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.154197,0.265184,0.043724,NaN,NaN,NaN,-0.004549,0.294624,0.077093,-0.024355,0.320637,0.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.158635,0.265363,0.043849,NaN,NaN,NaN,-0.010192,0.300182,0.076917,-0.029348,0.309836,0.043399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.16279,0.270991,0.043747,0.015251,0.254828,0.091655,-0.01397,0.290609,0.076087,-0.035828,0.311377,0.042885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.168002,0.259906,0.043149,0.013556,0.23371,0.092123,-0.022648,0.310822,0.074896,-0.042729,0.310653,0.04443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.175003,0.243622,0.042932,0.005506,0.256692,0.090248,-0.024698,0.299325,0.073715,-0.048934,0.299876,0.044827,0.002098,0.297143,0.029114,-0.004698,0.306928,0.023165,-0.009179,0.315007,0.034519
NaN,NaN,NaN,-0.178748,0.255339,0.042986,0.001574,0.249937,0.090643,-0.031094,0.306147,0.071686,-0.05521,0.290315,0.046279,-0.010426,0.311669,0.028125,-0.012923,0.295908,0.02029,-0.02078,0.328284,0.033669
NaN,NaN,NaN,-0.184634,0.250282,0.042726,-0.006369,0.272205,0.089802,-0.03417,0.294385,0.071838,-0.063522,0.31185,0.050283,-0.020483,0.314025,0.02567,-0.024912,0.307242,0.019396,-0.027199,0.321127,0.031822
NaN,NaN,NaN,-0.188205,0.262878,0.042903,-0.013041,0.275657,0.089512,-0.03839,0.284882,0.070904,-0.065657,0.284611,0.051936,-0.025405,0.298492,0.024013,-0.032553,0.296198,0.017341,-0.034688,0.324299,0.029821
NaN,NaN,NaN,-0.194307,0.258043,0.042439,-0.018574,0.273003,0.088771,-0.040831,0.267221,0.070994,-0.072033,0.297043,0.053863,-0.033088,0.288149,0.021782,-0.040927,0.294054,0.015805,-0.041994,0.314335,0.028225
NaN,NaN,NaN,-0.199822,0.252174,0.041514,-0.022027,0.268624,0.089718,-0.047776,0.273338,0.070523,-0.076397,0.29564,0.054673,-0.042308,0.289742,0.020753,-0.046438,0.281045,0.014735,-0.047957,0.304379,0.026342
NaN,NaN,NaN,-0.204345,0.261518,0.041183,-0.025265,0.257456,0.089801,-0.051402,0.282468,0.070269,-0.081212,0.305818,0.055525,-0.052254,0.297336,0.017606,-0.056471,0.286187,0.011433,-0.055902,0.309524,0.024808
NaN,NaN,NaN,-0.209164,0.264677,0.040815,-0.029063,0.262528,0.09079,-0.056529,0.303542,0.06916,-0.083924,0.321052,0.056532,-0.060597,0.296392,0.013979,-0.066052,0.281794,0.006534,-0.060338,0.303873,0.022591
NaN,NaN,NaN,-0.213442,0.269336,0.041132,-0.032721,0.248376,0.091541,-0.060507,0.299595,0.069576,-0.086381,0.308786,0.055598,-0.068358,0.298434,0.008709,-0.07315,0.291992,0.00119,-0.064257,0.293153,0.020645
NaN,NaN,NaN,-0.218303,0.263136,0.038614,-0.037938,0.253014,0.09155,-0.066856,0.284991,0.072309,-0.086334,0.309188,0.055625,-0.074084,0.295621,0.002443,-0.078526,0.299097,-0.003327,-0.067165,0.285199,0.015191
NaN,NaN,NaN,-0.221914,0.266156,0.039135,-0.040454,0.249142,0.093397,-0.070823,0.281282,0.073773,-0.085676,0.298079,0.056216,-0.078429,0.296012,0.000749,-0.081785,0.298716,-0.007556,-0.072869,0.296888,0.01165
NaN,NaN,NaN,-0.225663,0.270097,0.039141,-0.04427,0.244891,0.094221,-0.077131,0.29659,0.07379,-0.085624,0.300824,0.056535,-0.081613,0.308904,-0.004236,-0.082303,0.299639,-0.012162,-0.076653,0.291757,0.00522
NaN,NaN,NaN,-0.231421,0.266939,0.038484,-0.049498,0.250994,0.093721,-0.080855,0.296063,0.076337,-0.085995,0.309383,0.055414,-0.08468,0.323727,-0.003961,-0.081435,0.304727,-0.013642,-0.084505,0.340801,0.006872
NaN,NaN,NaN,-0.234653,0.272885,0.03882,-0.055535,0.253627,0.09331,-0.083807,0.288788,0.076448,-0.083817,0.295809,0.054891,-0.084646,0.316849,-0.00575,-0.077636,0.298479,-0.014058,-0.082795,0.330315,0.006999
NaN,NaN,NaN,-0.238738,0.27575,0.038193,-0.061185,0.257958,0.092484,-0.088459,0.288377,0.076722,-0.084112,0.284922,0.054338,-0.084139,0.364757,0.000741,-0.076291,0.299051,-0.012424,-0.083995,0.293634,0.005354
NaN,NaN,NaN,-0.241464,0.28977,0.037241,-0.063928,0.249693,0.093617,-0.093826,0.300179,0.076784,-0.084169,0.283176,0.05471,-0.081124,0.372447,0.004235,-0.073776,0.302214,-0.010609,-0.082495,0.273035,0.005328
NaN,NaN,NaN,-0.246353,0.286021,0.035815,-0.068652,0.245979,0.093768,-0.097249,0.289963,0.077577,-0.084133,0.285091,0.054875,-0.080091,0.368859,0.006325,-0.071866,0.298345,-0.008679,-0.081943,0.28469,0.007181
NaN,NaN,NaN,-0.24716,0.310269,0.036544,-0.072019,0.236269,0.094587,-0.101554,0.29235,0.077906,-0.084714,0.288412,0.055418,-0.078072,0.366585,0.008819,-0.069582,0.301805,-0.005256,-0.080812,0.286087,0.007719
NaN,NaN,NaN,-0.250624,0.310875,0.036866,-0.077282,0.238179,0.094304,-0.10498,0.294941,0.079468,-0.084817,0.284068,0.056662,-0.071684,0.345409,0.012646,-0.067129,0.302103,-0.002,-0.079245,0.285032,0.011043
NaN,NaN,NaN,-0.255738,0.310373,0.036824,-0.082647,0.241326,0.093866,-0.109666,0.293575,0.079639,-0.085891,0.289971,0.058551,-0.065272,0.335954,0.017438,-0.06447,0.302153,0.002959,-0.0771,0.279936,0.015885
NaN,NaN,NaN,-0.258414,0.317404,0.036087,-0.087839,0.244277,0.093862,-0.113899,0.293188,0.080235,-0.086318,0.297897,0.061389,-0.062559,0.335799,0.023108,-0.061479,0.304921,0.007647,-0.076159,0.283158,0.022237
NaN,NaN,NaN,-0.26364,0.313844,0.035382,-0.091844,0.248335,0.094347,-0.118114,0.305084,0.080018,-0.088869,0.296321,0.06443,-0.061323,0.338508,0.028993,-0.057875,0.304374,0.014258,-0.073396,0.2781,0.023163
NaN,NaN,NaN,-0.269583,0.308279,0.035337,-0.096676,0.255457,0.093786,-0.12165,0.27435,0.08175,-0.092291,0.298473,0.068243,-0.058693,0.335149,0.037954,-0.055521,0.308019,0.020122,-0.071955,0.288095,0.028731
NaN,NaN,NaN,-0.27278,0.315216,0.035757,-0.101123,0.259685,0.09345,-0.126817,0.283445,0.080904,-0.095019,0.302885,0.069453,-0.058629,0.336135,0.044425,-0.05491,0.311939,0.026492,-0.070673,0.266844,0.036
NaN,NaN,NaN,-0.275772,0.326963,0.035859,-0.105564,0.256708,0.093088,-0.131534,0.284132,0.079966,-0.097673,0.303712,0.071721,-0.05781,0.336159,0.051718,-0.053963,0.310257,0.032845,-0.07228,0.27336,0.04223
