pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z
0.5,0.5,0.5,0.048872,0.137916,0.126665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.05003,0.125217,0.128317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.044257,0.13577,0.126956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.041698,0.135065,0.127041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.037546,0.143086,0.126664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.037782,0.130231,0.128372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.034201,0.131163,0.127891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.031876,0.125272,0.127766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.028028,0.128256,0.128009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.023957,0.133274,0.127741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.019462,0.138988,0.127122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.016629,0.140426,0.127551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.013481,0.141356,0.126868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.011548,0.134264,0.126931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.011201,0.122584,0.127944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.006661,0.133077,0.126988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.005311,0.126977,0.127239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.003656,0.119584,0.127672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,0.001078,0.117686,0.127685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.001806,0.114551,0.12788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.003602,0.112389,0.127839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.009633,0.123751,0.126741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.010425,0.113313,0.12712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.011946,0.101374,0.127845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.016897,0.103105,0.126513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.020633,0.111332,0.1259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.025417,0.125126,0.12475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.027927,0.120657,0.125437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.032148,0.126121,0.125359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.037802,0.138599,0.125046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.044023,0.149741,0.124686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.047462,0.136939,0.12641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.050645,0.135011,0.12659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.054714,0.138439,0.125971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.058821,0.145725,0.125396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.063188,0.135937,0.127181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.066278,0.129279,0.127933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.070677,0.130047,0.128059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.075209,0.142576,0.127388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.078806,0.147418,0.127382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.082051,0.149894,0.127208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.085306,0.129157,0.128972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.089475,0.132795,0.12876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.093355,0.13253,0.128994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.096744,0.131206,0.129044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.100746,0.123045,0.130308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.104611,0.120284,0.130364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.108002,0.108062,0.131542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.111116,0.123187,0.129998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.11475,0.132344,0.128883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.118123,0.147678,0.127616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.121797,0.150178,0.127059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.126201,0.13352,0.128116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.129661,0.132393,0.128323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.132786,0.126107,0.12853,NaN,NaN,NaN,0.030181,0.19399,0.17375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.136929,0.123416,0.127757,NaN,NaN,NaN,0.02367,0.210134,0.171795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.14097,0.124736,0.127943,NaN,NaN,NaN,0.021514,0.194791,0.174413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.144123,0.123734,0.12816,NaN,NaN,NaN,0.019692,0.188104,0.175444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.146756,0.130743,0.128612,0.040528,0.169882,0.17853,0.016755,0.182832,0.175183,0.0315,0.201485,0.140492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.15014,0.127132,0.128577,0.038431,0.161994,0.179705,0.011923,0.189983,0.174807,0.025654,0.193491,0.141331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.153456,0.111604,0.129829,0.03389,0.168086,0.178582,0.009285,0.185602,0.175388,0.014237,0.21725,0.137721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.157817,0.104882,0.130409,0.030479,0.167758,0.178339,0.003241,0.196804,0.173863,0.010079,0.210875,0.137605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.161654,0.110447,0.129604,0.026903,0.168683,0.178377,0.001185,0.188507,0.175488,0.00304,0.218926,0.137195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.164467,0.121571,0.128986,0.0248,0.163367,0.178916,-0.001645,0.180537,0.176693,-0.002405,0.2182,0.137007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.166543,0.128798,0.128225,0.020867,0.167185,0.18045,-0.005583,0.185553,0.175824,-0.006716,0.211764,0.138215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.170131,0.130393,0.127466,0.019207,0.165581,0.18135,-0.013212,0.203701,0.172925,-0.011403,0.212312,0.1373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.173747,0.133197,0.127355,0.017265,0.164241,0.182481,-0.016739,0.20679,0.17317,-0.016169,0.214032,0.135815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.176638,0.126015,0.127818,0.017622,0.148857,0.184218,-0.015211,0.186562,0.177318,-0.019379,0.207968,0.138068,NaN,NaN,NaN,NaN,NaN,NaN,0.027218,0.21312,0.140706
NaN,NaN,NaN,-0.179153,0.131747,0.127481,0.021255,0.118954,0.18858,-0.017425,0.179835,0.177695,-0.022121,0.18865,0.143009,NaN,NaN,NaN,NaN,NaN,NaN,0.022678,0.211074,0.137611
NaN,NaN,NaN,-0.180152,0.148331,0.126182,0.013775,0.135914,0.186327,-0.021246,0.172381,0.180944,-0.028792,0.197897,0.144788,0.02641,0.217384,0.124884,0.032637,0.183055,0.121283,0.018899,0.20725,0.135534
NaN,NaN,NaN,-0.18306,0.150153,0.124987,0.007776,0.147553,0.185023,-0.025719,0.188959,0.17951,-0.03524,0.205519,0.144605,0.022608,0.211898,0.124746,0.024556,0.195534,0.120183,0.016956,0.19594,0.136354
NaN,NaN,NaN,-0.185627,0.149481,0.124902,0.004908,0.152569,0.185223,-0.028971,0.190467,0.180443,-0.040475,0.206333,0.145922,0.01217,0.230735,0.121868,0.015494,0.209923,0.117555,0.010085,0.203338,0.135487
NaN,NaN,NaN,-0.189224,0.145308,0.124496,-0.000081,0.162881,0.184081,-0.034071,0.1976,0.180081,-0.045997,0.210564,0.145774,0.003839,0.242071,0.120639,0.004823,0.23295,0.11559,0.005013,0.205889,0.134648
NaN,NaN,NaN,-0.192849,0.144908,0.12453,-0.004691,0.170084,0.183148,-0.033064,0.177393,0.183443,-0.049187,0.198819,0.147491,-0.001779,0.242185,0.120725,-0.004195,0.246349,0.114168,-0.000185,0.205137,0.134557
NaN,NaN,NaN,-0.195381,0.151566,0.124109,-0.008302,0.174343,0.182505,-0.038376,0.188097,0.182334,-0.055099,0.211225,0.147901,-0.006112,0.237869,0.120076,-0.010132,0.246028,0.113226,-0.007915,0.22178,0.132332
NaN,NaN,NaN,-0.198699,0.146219,0.12422,-0.011031,0.176652,0.182812,-0.041212,0.192075,0.181108,-0.059365,0.210365,0.150054,-0.005537,0.212289,0.122497,-0.010202,0.222983,0.11552,-0.011642,0.212836,0.131558
NaN,NaN,NaN,-0.201971,0.145701,0.123596,-0.014017,0.176483,0.183564,-0.045651,0.197281,0.180027,-0.063168,0.206941,0.152293,-0.010087,0.201007,0.121515,-0.011798,0.201561,0.116152,-0.015648,0.205944,0.131962
NaN,NaN,NaN,-0.205107,0.143894,0.123279,-0.014709,0.170256,0.185832,-0.048569,0.191167,0.180866,-0.066808,0.206313,0.154258,-0.017061,0.206881,0.120558,-0.017856,0.204044,0.115997,-0.0227,0.217425,0.131083
NaN,NaN,NaN,-0.208423,0.14346,0.123943,-0.017807,0.167897,0.186949,-0.048315,0.168255,0.18553,-0.070457,0.20393,0.156921,-0.021312,0.201463,0.120824,-0.025881,0.214927,0.115452,-0.028462,0.218423,0.130872
NaN,NaN,NaN,-0.211435,0.146703,0.12334,-0.022289,0.179158,0.185202,-0.052651,0.182682,0.183186,-0.074114,0.205126,0.157597,-0.025795,0.195435,0.121335,-0.029011,0.202415,0.115705,-0.034162,0.22681,0.130385
NaN,NaN,NaN,-0.214315,0.14251,0.123169,-0.026044,0.184009,0.183672,-0.055372,0.180492,0.184838,-0.078856,0.212089,0.157448,-0.033193,0.196187,0.120398,-0.037855,0.22785,0.114051,-0.036977,0.210336,0.132394
NaN,NaN,NaN,-0.217626,0.142057,0.123062,-0.028968,0.178977,0.183742,-0.058656,0.184246,0.184959,-0.082031,0.212802,0.158763,-0.03918,0.211569,0.118977,-0.040351,0.214196,0.113065,-0.040121,0.208732,0.130972
NaN,NaN,NaN,-0.222055,0.135583,0.123244,-0.032405,0.172809,0.183466,-0.062203,0.193772,0.184895,-0.085564,0.218315,0.158484,-0.045647,0.230753,0.117393,-0.045995,0.215833,0.113734,-0.045121,0.204478,0.132573
NaN,NaN,NaN,-0.224599,0.137477,0.123153,-0.034472,0.167066,0.184933,-0.064839,0.186584,0.185685,-0.087279,0.211721,0.160755,-0.048147,0.22464,0.117785,-0.051376,0.225749,0.111688,-0.050041,0.211232,0.132245
NaN,NaN,NaN,-0.226398,0.146866,0.121797,-0.038692,0.168035,0.183721,-0.068361,0.159009,0.191596,-0.090302,0.219126,0.160422,-0.050461,0.198264,0.11852,-0.053352,0.209753,0.112679,-0.052985,0.212884,0.132026
NaN,NaN,NaN,-0.229186,0.146334,0.121706,-0.041141,0.163243,0.18389,-0.071684,0.173078,0.188724,-0.092217,0.214647,0.161843,-0.054852,0.208379,0.115772,-0.059002,0.224198,0.110558,-0.055018,0.210442,0.131462
NaN,NaN,NaN,-0.232785,0.143526,0.12143,-0.045501,0.167691,0.182363,-0.07471,0.172149,0.188598,-0.094799,0.219261,0.161529,-0.059508,0.228817,0.113097,-0.06067,0.209661,0.109862,-0.059191,0.21829,0.129571
NaN,NaN,NaN,-0.235451,0.145502,0.121494,-0.048927,0.165706,0.182212,-0.073592,0.142336,0.193566,-0.097335,0.224119,0.16074,-0.063252,0.224077,0.112053,-0.064422,0.216728,0.108427,-0.060265,0.215978,0.12945
NaN,NaN,NaN,-0.238368,0.151298,0.120804,-0.05104,0.155602,0.184215,-0.07647,0.147765,0.192851,-0.099075,0.219138,0.161473,-0.065797,0.223201,0.11109,-0.067057,0.215391,0.107078,-0.062737,0.220931,0.127862
