pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z
0.5,0.5,0.5,-0.050427,0.484868,0.109394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.054666,0.485974,0.109923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.058216,0.485955,0.110134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.062118,0.481868,0.110675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.065402,0.477804,0.110712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.069483,0.479624,0.110571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.073505,0.495823,0.108893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.07727,0.492611,0.109438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.080402,0.489373,0.109566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.085218,0.483798,0.109671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.088505,0.485745,0.108731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.092574,0.48993,0.107292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.096194,0.4974,0.106862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.100799,0.497745,0.107431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.104907,0.489473,0.107465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.107852,0.485926,0.106863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.110743,0.483899,0.107262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.114503,0.482616,0.107207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.119192,0.474896,0.109103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.123072,0.481895,0.107404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.126848,0.484836,0.106669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.13079,0.487808,0.105004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.134163,0.488115,0.104923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.137807,0.486574,0.104883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.140482,0.487074,0.104545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.143297,0.486667,0.104172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.146289,0.488036,0.103987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.149424,0.488535,0.103875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.154545,0.480038,0.103201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.158498,0.48505,0.102319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.161883,0.48552,0.101971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.165812,0.482149,0.102224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.169899,0.481588,0.101852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.173025,0.488649,0.100903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.176118,0.488287,0.100759,NaN,NaN,NaN,NaN,NaN,NaN,-0.062896,0.512635,0.117555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.178537,0.501397,0.099517,NaN,NaN,NaN,NaN,NaN,NaN,-0.069899,0.515324,0.116789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.182882,0.499363,0.098555,NaN,NaN,NaN,NaN,NaN,NaN,-0.074799,0.511463,0.118333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.187322,0.494263,0.098262,NaN,NaN,NaN,NaN,NaN,NaN,-0.079509,0.50379,0.120074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.19112,0.492962,0.098438,NaN,NaN,NaN,-0.062102,0.517765,0.139293,-0.084652,0.512046,0.118878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.193983,0.491796,0.09861,NaN,NaN,NaN,-0.066713,0.528746,0.137077,-0.088022,0.507247,0.120759,NaN,NaN,NaN,-0.059367,0.502663,0.091811,NaN,NaN,NaN
NaN,NaN,NaN,-0.197742,0.493254,0.097939,NaN,NaN,NaN,-0.069975,0.516923,0.137957,-0.091171,0.508983,0.121049,-0.060895,0.504638,0.09459,-0.067563,0.500651,0.088784,-0.062289,0.50352,0.099881
NaN,NaN,NaN,-0.201459,0.495613,0.097435,NaN,NaN,NaN,-0.071697,0.509893,0.139336,-0.094269,0.504386,0.122539,-0.066753,0.499621,0.092313,-0.074103,0.49393,0.086622,-0.068903,0.503933,0.097881
NaN,NaN,NaN,-0.205186,0.497156,0.097685,-0.054796,0.498827,0.151355,-0.074999,0.506653,0.140706,-0.097624,0.50826,0.119983,-0.073861,0.503816,0.087884,-0.081397,0.500615,0.08375,-0.075324,0.502629,0.095352
NaN,NaN,NaN,-0.208815,0.505611,0.097676,-0.057881,0.493246,0.151971,-0.076442,0.484108,0.141718,-0.100875,0.507483,0.118651,-0.079008,0.499422,0.085098,-0.086387,0.492463,0.080635,-0.078882,0.500747,0.093821
NaN,NaN,NaN,-0.212803,0.500152,0.097753,-0.060767,0.486437,0.151897,-0.079819,0.491587,0.141992,-0.102693,0.506934,0.117622,-0.083798,0.507909,0.081999,-0.090475,0.495551,0.076758,-0.081948,0.50311,0.091405
NaN,NaN,NaN,-0.215011,0.506081,0.09706,-0.064637,0.491099,0.150948,-0.083414,0.495597,0.141374,-0.103941,0.509085,0.115455,-0.085262,0.507407,0.0791,-0.093027,0.495569,0.071981,-0.083027,0.500195,0.089044
NaN,NaN,NaN,-0.2182,0.506754,0.096943,-0.068621,0.489989,0.150529,-0.084581,0.481386,0.144488,-0.102714,0.505991,0.115366,-0.086709,0.514615,0.075514,-0.094886,0.508713,0.066994,-0.082808,0.499267,0.086463
NaN,NaN,NaN,-0.222037,0.510806,0.096506,-0.073513,0.4963,0.149111,-0.092623,0.501543,0.141992,-0.101292,0.510838,0.113898,-0.088862,0.520707,0.071671,-0.094747,0.506786,0.064056,-0.082854,0.496162,0.08478
NaN,NaN,NaN,-0.226166,0.51052,0.095802,-0.075718,0.492793,0.148616,-0.095558,0.495059,0.143798,-0.098771,0.505553,0.114893,-0.090225,0.527549,0.069779,-0.092491,0.503954,0.062929,-0.083929,0.495303,0.084338
NaN,NaN,NaN,-0.228822,0.513694,0.094693,-0.07948,0.493763,0.147321,-0.102068,0.512117,0.142,-0.097289,0.508825,0.115549,-0.089786,0.532177,0.069508,-0.091372,0.502629,0.063542,-0.083125,0.484801,0.085742
NaN,NaN,NaN,-0.230933,0.524,0.09247,-0.083232,0.493638,0.146379,-0.106039,0.519592,0.139396,-0.096786,0.513578,0.11604,-0.090771,0.541952,0.071218,-0.090595,0.502881,0.065685,-0.083154,0.483756,0.086271
NaN,NaN,NaN,-0.234703,0.519926,0.092735,-0.087314,0.490675,0.146077,-0.109972,0.513305,0.142575,-0.095587,0.49182,0.119972,-0.089196,0.542995,0.075863,-0.088903,0.504091,0.068287,-0.083046,0.490204,0.089211
NaN,NaN,NaN,-0.240201,0.513295,0.093284,-0.090985,0.499067,0.144077,-0.112489,0.515615,0.142674,-0.097376,0.503961,0.119458,-0.086101,0.541578,0.078845,-0.086434,0.499249,0.070571,-0.083807,0.503595,0.090975
NaN,NaN,NaN,-0.244817,0.50562,0.093831,-0.094934,0.497845,0.143617,-0.116296,0.51165,0.144043,-0.097868,0.516884,0.120774,-0.08395,0.538763,0.083662,-0.08351,0.4988,0.074633,-0.083559,0.490137,0.095342
NaN,NaN,NaN,-0.247304,0.513221,0.093947,-0.097875,0.489998,0.144553,-0.119934,0.515873,0.142948,-0.097228,0.499702,0.126314,-0.080831,0.53592,0.087176,-0.081454,0.494762,0.079184,-0.083197,0.498665,0.099113
